SUB_1,SUB_1 Lat,SUB_1 Long,SUB_2,SUB_2 Lat,SUB_2 Long,Shape__Length
NOT AVAILABLE,,,NOT AVAILABLE,,,39991.787
TAP311630,,,NOT AVAILABLE,,,32510.42334
KILLEEN,,,NOT AVAILABLE,,,28752.99649
H.O. CLARKE,,,TAP305154,,,6517.513056
EDISON,,,ORSTED,,,98709.63661
TAP305071,,,NOT AVAILABLE,,,15229.69948
UNKNOWN301813,,,NOT AVAILABLE,,,25822.94912
BELLOTA,,,NOT AVAILABLE,,,56223.32125
NOT AVAILABLE,,,NOT AVAILABLE,,,1967.575023
PALO VERDE,,,PERKINS,,,87291.29604
LOS BANOS,,,SANTA NELLA,,,4678.375584
ELIZABETH CREEK,,,NOT AVAILABLE,,,6509.838786
UNKNOWN302778,,,NOT AVAILABLE,,,11702.01395
NOT AVAILABLE,,,NOT AVAILABLE,,,2038.171776
NOT AVAILABLE,,,NOT AVAILABLE,,,13297.52971
HARTBURG,,,NOT AVAILABLE,,,7784.193713
SAUSALITO,,,ALTO,,,9459.956075
UNKNOWN300863,,,NOT AVAILABLE,,,10194.7016
UNKNOWN306114,,,NOT AVAILABLE,,,19127.26308
DAVIS,,,NOT AVAILABLE,,,20913.35261
LEWISTON,,,NOT AVAILABLE,,,22388.82962
KIRBY REIT,,,GARROTT,,,4360.908107
LAKE HUBBARD,,,NOT AVAILABLE,,,111.4362003
UNKNOWN300564,,,NOT AVAILABLE,,,7254.047606
NOT AVAILABLE,,,NOT AVAILABLE,,,1695.665212
UNKNOWN308278,,,NOT AVAILABLE,,,70987.45493
NOT AVAILABLE,,,NOT AVAILABLE,,,9680.732854
SEARGEANT,,,UNKNOWN310071,,,3779.235605
UNKNOWN307583,,,NOT AVAILABLE,,,19329.3329
SANGUINETTI,,,NOT AVAILABLE,,,15338.92071
NOT AVAILABLE,,,NOT AVAILABLE,,,54997.05893
JONES,,,NOT AVAILABLE,,,57706.56307
DOS CONDADOS,,,NOT AVAILABLE,,,14102.94209
NOT AVAILABLE,,,NOT AVAILABLE,,,14384.83667
GULFWAY,,,NOT AVAILABLE,,,2912.421686
UNKNOWN308994,,,NOT AVAILABLE,,,9890.208606
NOT AVAILABLE,,,NOT AVAILABLE,,,12465.50905
TAP311557,,,NOT AVAILABLE,,,16940.61312
AUSTROP,,,DUNLAP,,,7110.871989
NOT AVAILABLE,,,NOT AVAILABLE,,,9151.771783
NOT AVAILABLE,,,NOT AVAILABLE,,,25556.68731
UNKNOWN304561,,,NOT AVAILABLE,,,423.2176308
TAP302068,,,NOT AVAILABLE,,,12213.81366
NOT AVAILABLE,,,NOT AVAILABLE,,,4105.597931
NOT AVAILABLE,,,NOT AVAILABLE,,,2232.236437
SKYLINE,,,NOT AVAILABLE,,,38985.1726
WEST MESA,,,ARROYO,,,392109.3692
TAP310220,,,NOT AVAILABLE,,,5075.407064
WEST LEVEE,,,NOT AVAILABLE,,,2255.0538
COTTONWOOD,,,WHITE RIVER,,,66316.40942
UNKNOWN304755,,,UNKNOWN306410,,,11252.60749
TAP305123,,,FREESTONE,,,1086.318127
NOT AVAILABLE,,,NOT AVAILABLE,,,12848.13471
UNKNOWN304380,,,NOT AVAILABLE,,,30072.75644
TAP305252,,,NOT AVAILABLE,,,2222.50636
MIDWAY,,,NOT AVAILABLE,,,34177.43702
UNKNOWN309536,,,NOT AVAILABLE,,,7675.152283
NOT AVAILABLE,,,NOT AVAILABLE,,,17212.18027
NOT AVAILABLE,,,NOT AVAILABLE,,,49239.6754
NEWARK,,,NOT AVAILABLE,,,12176.54624
UNKNOWN303314,,,NOT AVAILABLE,,,2468.594729
STATION S (VAN NUYS),,,NOT AVAILABLE,,,7674.226949
STAPLEY,,,NOT AVAILABLE,,,1862.799146
UNKNOWN303187,,,MARSHALL SUBSTATION,,,33678.1287
PINKERTON,,,NOT AVAILABLE,,,6560.046843
TAP305108,,,NOT AVAILABLE,,,888.6547011
TAP305078,,,NOT AVAILABLE,,,15381.41655
NICHOLS,,,NOT AVAILABLE,,,60471.45846
NOT AVAILABLE,,,NOT AVAILABLE,,,2661.540775
SINGLETON,,,NOT AVAILABLE,,,11430.71034
NOT AVAILABLE,,,NOT AVAILABLE,,,1377.979275
TRACY,,,NOT AVAILABLE,,,28507.89141
NOT AVAILABLE,,,NOT AVAILABLE,,,1326.465776
UNKNOWN307194,,,NOT AVAILABLE,,,104.2502464
NOT AVAILABLE,,,NOT AVAILABLE,,,55531.99187
NOT AVAILABLE,,,NOT AVAILABLE,,,4326.663034
WHITE OAK,,,NOT AVAILABLE,,,2669.251013
NOT AVAILABLE,,,NOT AVAILABLE,,,27264.20402
LONGHOUSE VALLEY,,,NOT AVAILABLE,,,114226.3946
NOT AVAILABLE,,,NOT AVAILABLE,,,1564.684108
NOT AVAILABLE,,,NOT AVAILABLE,,,41882.73891
WINNEMUCCA,,,DUN GLENN,,,55700.49159
UNKNOWN307044,,,NOT AVAILABLE,,,8956.467672
SILVER LAKE,,,NOT AVAILABLE,,,24714.87535
UNKNOWN301112,,,NOT AVAILABLE,,,1749.098041
NOT AVAILABLE,,,NOT AVAILABLE,,,54418.45467
WESTOVER,,,TAP302003,,,84.62726076
TAP306749,,,NOT AVAILABLE,,,1665.892284
LAWTHER DR,,,ABRAMS RD,,,4117.109775
TAP303580,,,TAP305246,,,3686.865316
UNKNOWN306938,,,UNKNOWN307301,,,22944.02303
LEWIS,,,NOT AVAILABLE,,,6249.031145
NOT AVAILABLE,,,NOT AVAILABLE,,,1655.360938
PARISH,,,NOT AVAILABLE,,,1143.281903
TAP303661,,,UNKNOWN310050,,,868.1606526
UNKNOWN309038,,,UNKNOWN310845,,,739.1169742
UNKNOWN307666,,,NOT AVAILABLE,,,9589.88566
NOT AVAILABLE,,,NOT AVAILABLE,,,9832.355695
TRINIDAD,,,NOT AVAILABLE,,,34454.21012
WARD,,,NOT AVAILABLE,,,6709.701801
FRANKLIN-LAGUNA,,,NOT AVAILABLE,,,7262.515533
UNKNOWN302475,,,NOT AVAILABLE,,,26699.49205
NOT AVAILABLE,,,NOT AVAILABLE,,,275.8058692
MISSION,,,NOT AVAILABLE,,,9884.128868
NOT AVAILABLE,,,NOT AVAILABLE,,,5373.375805
GILLESPIE,,,UNKNOWN310178,,,25199.15466
TAP300021,,,NOT AVAILABLE,,,21590.25463
TAP303455,,,NOT AVAILABLE,,,726.6695746
CROCKETT,,,NOT AVAILABLE,,,4461.745974
TAP302062,,,STOCKTON ACRES,,,1155.232251
NORTON,,,NOT AVAILABLE,,,40886.34811
MICHAEL WAY,,,ALTA,,,5148.576987
UNKNOWN300936,,,UNKNOWN301107,,,5558.059508
RISER301681,,,KM BLUE,,,50791.22208
TAP306662,,,NOT AVAILABLE,,,114.9444728
NOT AVAILABLE,,,NOT AVAILABLE,,,7787.989252
BALFOUR,,,NOT AVAILABLE,,,23661.4913
NICHOLS,,,NOT AVAILABLE,,,375.5582419
UNKNOWN307323,,,NOT AVAILABLE,,,9807.135044
NOT AVAILABLE,,,NOT AVAILABLE,,,22494.95564
NOT AVAILABLE,,,NOT AVAILABLE,,,773.3917163
NOT AVAILABLE,,,NOT AVAILABLE,,,58593.47099
PALO VERDE,,,NOT AVAILABLE,,,6404.867806
TAP308055,,,KINGSBURG,,,17335.44556
SIENNA,,,TEXAS INSTRUMENTS,,,13428.08455
UNKNOWN303100,,,UNKNOWN304026,,,40579.9808
NOT AVAILABLE,,,NOT AVAILABLE,,,250.9002846
STUART,,,NOT AVAILABLE,,,9945.268858
COW,,,NOT AVAILABLE,,,1816.711712
NOT AVAILABLE,,,NOT AVAILABLE,,,4311.806364
UNKNOWN302248,,,NOT AVAILABLE,,,2138.712414
UNKNOWN310048,,,NOT AVAILABLE,,,12206.21515
VALLEY,,,NOT AVAILABLE,,,25191.3066
TAP307669,,,COPUS,,,20868.53186
ODESSA 345,,,NOT AVAILABLE,,,647.6836416
HOOVER,,,MEAD,,,18316.11148
TAP306689,,,NOT AVAILABLE,,,5929.222974
TAP303440,,,UNKNOWN304380,,,19827.60764
NOT AVAILABLE,,,NOT AVAILABLE,,,19830.7501
BATTLEWOOD,,,ROUTER,,,2793.149877
NOT AVAILABLE,,,NOT AVAILABLE,,,57581.24851
NOT AVAILABLE,,,NOT AVAILABLE,,,1118.76538
DESERT VIEW,,,NOT AVAILABLE,,,9044.753261
UNKNOWN303733,,,NOT AVAILABLE,,,1896.169551
RIO GRANDE,,,CROMO,,,1517.448761
NOT AVAILABLE,,,NOT AVAILABLE,,,491.8905757
GATES,,,MIDWAY,,,126950.2381
NOT AVAILABLE,,,NOT AVAILABLE,,,3954.280485
TAP303567,,,TAP303680,,,1656.077147
UNKNOWN303022,,,NOT AVAILABLE,,,15095.81528
UNKNOWN306444,,,NOT AVAILABLE,,,1562.058674
UNKNOWN305713,,,GRANITE,,,1383.716421
NOT AVAILABLE,,,NOT AVAILABLE,,,10440.36547
KINGSBERRY,,,NOT AVAILABLE,,,4645.28903
NOT AVAILABLE,,,NOT AVAILABLE,,,11405.95795
UNKNOWN300463,,,NOT AVAILABLE,,,1449.421163
UNKNOWN306908,,,TAP307111,,,12468.46558
SEAGOVILLE SW,,,NOT AVAILABLE,,,11564.58103
HANSFORD,,,NOT AVAILABLE,,,29700.94692
NOT AVAILABLE,,,NOT AVAILABLE,,,23298.52287
ADDICKS,,,O'BRIEN,,,33956.31326
CORONADO,,,NOT AVAILABLE,,,97433.65033
UNKNOWN302310,,,BELTWAY,,,6135.315653
TAP303545,,,NOT AVAILABLE,,,157.3892756
NOT AVAILABLE,,,NOT AVAILABLE,,,6982.255636
SWEETWATER EAST,,,UNKNOWN302589,,,58024.63119
GONZALES,,,NOT AVAILABLE,,,316.7545514
UNKNOWN304973,,,UNKNOWN310077,,,26895.32628
CENTERVILLE,,,PARADISE,,,12457.54079
NOT AVAILABLE,,,NOT AVAILABLE,,,1903.011076
COMANCHE PEAK,,,NOT AVAILABLE,,,468.0911922
UNKNOWN301282,,,NOT AVAILABLE,,,6502.541544
UNKNOWN303280,,,KILLEEN,,,5945.57621
NORTH HAVEN SWITCHING,,,NOT AVAILABLE,,,11645.42664
UNKNOWN307658,,,UNKNOWN309173,,,5839.428364
BUDA,,,NOT AVAILABLE,,,16947.06372
LEWIS,,,UNKNOWN310123,,,1871.385625
UNKNOWN301684,,,NOT AVAILABLE,,,6441.060354
NOT AVAILABLE,,,NOT AVAILABLE,,,8216.30691
NOT AVAILABLE,,,NOT AVAILABLE,,,7094.613971
LOS BANOS,,,GATES,,,162599.7298
TAP300048,,,NOT AVAILABLE,,,17903.79076
UNKNOWN304026,,,TAP306860,,,18014.077
RANDALL COUNTY,,,HARRINGTON,,,23080.48939
SANTA ROSA,,,NOT AVAILABLE,,,5937.652108
NOT AVAILABLE,,,NOT AVAILABLE,,,4280.16765
UNKNOWN307104,,,NOT AVAILABLE,,,6365.38264
BORDER,,,NOT AVAILABLE,,,7671.574181
NOT AVAILABLE,,,NOT AVAILABLE,,,91991.43152
TAP302098,,,WINTUN,,,4020.179163
NOT AVAILABLE,,,NOT AVAILABLE,,,65675.37485
SALT SPRINGS,,,NOT AVAILABLE,,,2919.954603
NOT AVAILABLE,,,NOT AVAILABLE,,,1701.024673
TAP305236,,,NOT AVAILABLE,,,52.40315787
DENTON NORTH INTERCHANGE,,,NOT AVAILABLE,,,11397.18125
NOT AVAILABLE,,,NOT AVAILABLE,,,531.2927954
NOT AVAILABLE,,,NOT AVAILABLE,,,11621.48085
NICHOLS,,,NOT AVAILABLE,,,4770.314945
TAP307369,,,NOT AVAILABLE,,,16541.54495
UNKNOWN306010,,,NOT AVAILABLE,,,38734.23238
NEWARK,,,NOT AVAILABLE,,,16346.91288
NOT AVAILABLE,,,NOT AVAILABLE,,,692.2961296
UNKNOWN310681,,,NOT AVAILABLE,,,2674.811
CEDAR BAYOU PLANT,,,TAP305043,,,21849.92434
UNKNOWN304022,,,NOT AVAILABLE,,,51933.49598
SANTA ROSA,,,TAP308524,,,3626.195569
NOT AVAILABLE,,,NOT AVAILABLE,,,443.0199951
JASPER,,,NOT AVAILABLE,,,21942.76819
TASSAJARA,,,NOT AVAILABLE,,,35597.65898
LUNA,,,NOT AVAILABLE,,,112954.9504
NOT AVAILABLE,,,NOT AVAILABLE,,,734.2630714
UNKNOWN305397,,,NOT AVAILABLE,,,3435.615074
NOT AVAILABLE,,,NOT AVAILABLE,,,29532.19075
UNKNOWN310655,,,UNKNOWN310978,,,31494.98677
NORTECH,,,RISER307770,,,1030.516939
NORTON,,,NOT AVAILABLE,,,83655.08023
PANOCHE,,,CHENEY,,,8289.333436
NEWARK,,,NOT AVAILABLE,,,16986.74412
NOT AVAILABLE,,,NOT AVAILABLE,,,26189.33257
UNKNOWN304030,,,LOS BANOS,,,8407.521148
UNKNOWN307658,,,UNKNOWN309173,,,5841.629419
FLOYD,,,TAP305149,,,11337.08331
UNKNOWN310458,,,NOT AVAILABLE,,,4312.244161
TAP303526,,,NEWARK,,,17105.04038
WINTERWOOD,,,NOT AVAILABLE,,,7888.571824
TAP303452,,,NOT AVAILABLE,,,28398.59723
AVE 42,,,NOT AVAILABLE,,,7683.939666
UNKNOWN309998,,,NOT AVAILABLE,,,49.4703642
LOS COCHES,,,MIGUEL,,,29957.09127
HAYNES,,,STATION G (ATWATER),,,58687.39881
UNKNOWN302726,,,UNKNOWN304620,,,10069.71429
BERGIN SWITCHING STATION,,,NOT AVAILABLE,,,19837.59206
NOT AVAILABLE,,,NOT AVAILABLE,,,914.5487639
TAP306791,,,NOT AVAILABLE,,,423.6973061
DIAMOND HEAD,,,NOT AVAILABLE,,,4877.745101
NOT AVAILABLE,,,NOT AVAILABLE,,,6794.21057
NOT AVAILABLE,,,NOT AVAILABLE,,,141.7302725
UNION HILLS,,,DEER VALLEY,,,6207.060875
TERRY CO,,,DENVER CITY,,,72579.20523
NOT AVAILABLE,,,NOT AVAILABLE,,,997.1852272
SIGNETICS,,,TAP301900,,,1072.222606
HOPLAND,,,NOT AVAILABLE,,,59666.32883
NOT AVAILABLE,,,NOT AVAILABLE,,,2988.339623
NOT AVAILABLE,,,NOT AVAILABLE,,,2157.183856
WESTHEIMER,,,CLODINE,,,8612.53762
CMC,,,NOT AVAILABLE,,,2529.351769
INGLESIDE,,,ARIZONA,,,5069.128715
NOT AVAILABLE,,,NOT AVAILABLE,,,10453.88178
UNKNOWN302705,,,NOT AVAILABLE,,,63.79893393
NOT AVAILABLE,,,NOT AVAILABLE,,,262.596918
WYLDWOOD,,,NOT AVAILABLE,,,4591.052056
NOT AVAILABLE,,,NOT AVAILABLE,,,14010.96628
UNKNOWN301044,,,UNKNOWN304139,,,10914.35684
UNKNOWN302465,,,NOT AVAILABLE,,,4955.020208
NOT AVAILABLE,,,NOT AVAILABLE,,,5839.818531
UNKNOWN307035,,,NOT AVAILABLE,,,61509.50174
NOT AVAILABLE,,,NOT AVAILABLE,,,77.98311471
UNKNOWN305728,,,NOT AVAILABLE,,,65.83153575
WPCP,,,NOT AVAILABLE,,,1434.884769
NOT AVAILABLE,,,NOT AVAILABLE,,,973.8766841
RIO GRANDE,,,NOT AVAILABLE,,,4531.627005
MESQUITE,,,NOT AVAILABLE,,,2047.432075
NOT AVAILABLE,,,NOT AVAILABLE,,,17082.52281
LEON CREEK,,,SOUTH SAN ANTONIO,,,5453.032474
NOT AVAILABLE,,,NOT AVAILABLE,,,45917.50854
NOT AVAILABLE,,,NOT AVAILABLE,,,60.56844285
NOT AVAILABLE,,,NOT AVAILABLE,,,5264.6497
NOT AVAILABLE,,,NOT AVAILABLE,,,3926.776049
ZIA,,,NOT AVAILABLE,,,7247.561508
MARSHALL,,,UNKNOWN311117,,,31156.12616
ANZA,,,NOT AVAILABLE,,,13479.33144
UNKNOWN303941,,,NOT AVAILABLE,,,308.7167972
NOT AVAILABLE,,,NOT AVAILABLE,,,3312.082699
UNKNOWN301108,,,UNKNOWN303351,,,11690.82448
GREENS BAYOU 345,,,GLENWOOD,,,12725.59849
CAMPHORA,,,NOT AVAILABLE,,,21015.58345
BLUFF CREEK,,,UNKNOWN306175,,,405.0960505
SAN MIGUEL,,,NOT AVAILABLE,,,75747.26408
SOUTH COORS,,,NOT AVAILABLE,,,8584.932806
UNKNOWN306017,,,NOT AVAILABLE,,,2477.867599
NOT AVAILABLE,,,NOT AVAILABLE,,,2932.903735
MARTIN,,,SERRAMONTE,,,9811.145226
TAP305152,,,UNKNOWN305388,,,35520.20819
NOT AVAILABLE,,,NOT AVAILABLE,,,6749.606639
DUNBAR,,,LAKEVILLE,,,22442.87791
NOT AVAILABLE,,,NOT AVAILABLE,,,9677.389942
LA SIERRA,,,NOT AVAILABLE,,,4427.377043
NOT AVAILABLE,,,NOT AVAILABLE,,,4504.310441
NOT AVAILABLE,,,NOT AVAILABLE,,,648.7359695
TAP305241,,,NOT AVAILABLE,,,11394.92667
UNKNOWN308760,,,NOT AVAILABLE,,,14501.33153
UNKNOWN310123,,,NOT AVAILABLE,,,1912.994522
BASELINE,,,NOT AVAILABLE,,,4393.519434
WHITE ROCK,,,PARKDALE SES,,,6250.820281
NOT AVAILABLE,,,NOT AVAILABLE,,,5232.452298
TAP307106,,,NOT AVAILABLE,,,403.6743905
REDBUD,,,NOT AVAILABLE,,,6578.111124
ROBERTS,,,EAST LOOP,,,13115.63779
BELLOTA,,,NOT AVAILABLE,,,37211.76836
TORTOLITA,,,NORTH LOOP,,,27771.68285
NOT AVAILABLE,,,NOT AVAILABLE,,,2275.342137
NOT AVAILABLE,,,NOT AVAILABLE,,,4149.598211
UNKNOWN303389,,,UNKNOWN307758,,,25434.27902
TAP308768,,,NOT AVAILABLE,,,2447.334802
UNKNOWN308520,,,TAP309767,,,3519.916143
ALAMOGORDO SOLAR ENERGY CENTER SUBSTATION,,,NOT AVAILABLE,,,279.1602849
NOT AVAILABLE,,,NOT AVAILABLE,,,20425.37102
UNKNOWN309542,,,NOT AVAILABLE,,,3280.711314
UNKNOWN302427,,,NOT AVAILABLE,,,1537.096096
SUMIDEN WIRE,,,TAP307603,,,373.8066392
NOT AVAILABLE,,,NOT AVAILABLE,,,67838.60595
NOT AVAILABLE,,,NOT AVAILABLE,,,5439.553378
UNKNOWN306121,,,NOT AVAILABLE,,,32461.16505
FAULKNER,,,WINTERWOOD,,,16397.99346
TAP303607,,,UNKNOWN304856,,,5156.559359
TAP307767,,,NOT AVAILABLE,,,5360.88183
TAP306735,,,UNKNOWN307081,,,3575.327058
UNKNOWN301783,,,NOT AVAILABLE,,,4287.700167
UNKNOWN306894,,,NOT AVAILABLE,,,4434.287549
TAP310876,,,NOT AVAILABLE,,,2906.537391
ARTESIAN,,,TAP306965,,,2540.850488
UNKNOWN311592,,,NOT AVAILABLE,,,5120.186849
NOT AVAILABLE,,,NOT AVAILABLE,,,3068.499399
UNKNOWN309493,,,NOT AVAILABLE,,,10771.35651
STANDARD OIL 1,,,STANDARD OIL 4,,,846.445638
MT. VIEW,,,NOT AVAILABLE,,,17308.85023
TAP306844,,,UNKNOWN309357,,,10939.63882
NOT AVAILABLE,,,NOT AVAILABLE,,,6355.513808
UNKNOWN303848,,,UNKNOWN304405,,,6499.151377
UNKNOWN305581,,,NOT AVAILABLE,,,7628.290133
TAP305087,,,NOT AVAILABLE,,,26503.47208
HYDE PARK,,,DUNLAVY,,,2815.066893
UNKNOWN302192,,,NOT AVAILABLE,,,41657.71255
TAP301875,,,ORLAND B,,,7332.527131
TAP301946,,,NOT AVAILABLE,,,4036.738422
TAP303658,,,UNKNOWN309870,,,5023.888421
NOT AVAILABLE,,,NOT AVAILABLE,,,6969.658682
ANDERSON,,,NOT AVAILABLE,,,3384.772072
MOORPARK,,,NOT AVAILABLE,,,49708.68764
NOT AVAILABLE,,,NOT AVAILABLE,,,199.4678048
MISSION,,,STATION F,,,4035.783918
NOT AVAILABLE,,,NOT AVAILABLE,,,2066.014386
NOT AVAILABLE,,,NOT AVAILABLE,,,9172.739943
NOT AVAILABLE,,,NOT AVAILABLE,,,2637.052852
UNKNOWN300680,,,NORTHWEST CARROLLTON,,,14291.12354
NOT AVAILABLE,,,NOT AVAILABLE,,,3773.278681
PREACHER CANYON,,,NOT AVAILABLE,,,134884.5553
ABILENE SOUTH,,,NOT AVAILABLE,,,9355.541165
UNKNOWN303790,,,NOT AVAILABLE,,,7917.111279
NOT AVAILABLE,,,NOT AVAILABLE,,,29963.33961
MESQUITE,,,NOT AVAILABLE,,,306.2864234
UNKNOWN308677,,,NOT AVAILABLE,,,33290.17012
GARFIELD,,,NOT AVAILABLE,,,2788.829749
VACA-DIXON,,,PEABODY,,,20127.58924
CEMEX,,,GPI,,,419.0780221
NOT AVAILABLE,,,NOT AVAILABLE,,,443.0199951
TAP305050,,,NOT AVAILABLE,,,7020.108737
PASADENA,,,NOT AVAILABLE,,,1970.884563
KRAMER,,,TAP311245,,,3415.095905
TAP301920,,,NOT AVAILABLE,,,5775.597698
UNKNOWN302562,,,NOT AVAILABLE,,,28651.32934
UNKNOWN304371,,,NOT AVAILABLE,,,18045.22798
UNKNOWN300467,,,NOT AVAILABLE,,,2202.601273
UNKNOWN301755,,,NOT AVAILABLE,,,20580.22826
TAP306635,,,NOT AVAILABLE,,,30489.86377
AA,,,NOT AVAILABLE,,,8196.35116
ELSINORE,,,SKYLARK,,,8887.661904
BROWN,,,COMANCHE,,,99512.74778
UNKNOWN307986,,,NOT AVAILABLE,,,58997.26074
CHILCOOT,,,NOT AVAILABLE,,,25455.58405
MARY'S CREEK,,,NOT AVAILABLE,,,6402.470261
TAP302038,,,TAP303534,,,281.0011888
UNKNOWN307306,,,TAP309657,,,168.11168
TAYLOR,,,NOT AVAILABLE,,,20022.94335
NOT AVAILABLE,,,NOT AVAILABLE,,,939.0411798
NOT AVAILABLE,,,NOT AVAILABLE,,,64.81219626
NOT AVAILABLE,,,NOT AVAILABLE,,,11889.37808
UNKNOWN303306,,,UNKNOWN303902,,,3918.709282
UNKNOWN304175,,,UNKNOWN305775,,,5928.150102
SAN RAFAEL JUNCTION,,,GREENBRAE,,,3373.963281
NORTH GENERATOR,,,SEMITROPIC,,,15244.11311
NOT AVAILABLE,,,NOT AVAILABLE,,,18742.0944
UNKNOWN303420,,,NOT AVAILABLE,,,7342.58358
FORT SAGE,,,NOT AVAILABLE,,,68877.33657
TAP305252,,,NOT AVAILABLE,,,13280.51596
COLUMBINE,,,NOT AVAILABLE,,,4472.379369
MERIDIAN,,,NOT AVAILABLE,,,5166.157283
MINES ROAD SUBSTATION,,,UNKNOWN304725,,,109347.0389
NOT AVAILABLE,,,NOT AVAILABLE,,,476.0773441
NOT AVAILABLE,,,NOT AVAILABLE,,,36791.47593
ZIA,,,SANTO DOMINGO,,,44175.4664
NOT AVAILABLE,,,NOT AVAILABLE,,,279.4035764
TAP306751,,,NOT AVAILABLE,,,4485.999951
PLUESS,,,NOT AVAILABLE,,,197.3672578
TUDOR,,,NOT AVAILABLE,,,19601.7916
NOT AVAILABLE,,,NOT AVAILABLE,,,48749.9758
LTG PLEASANT HILL,,,NOT AVAILABLE,,,11945.94066
UNKNOWN300114,,,UNKNOWN300627,,,2811.903644
NOT AVAILABLE,,,NOT AVAILABLE,,,10031.52162
TAP303538,,,NOT AVAILABLE,,,1118.199429
800/900 NETWORK,,,NOT AVAILABLE,,,3473.364004
NEWPORT,,,MEAD,,,18508.056
TAP309514,,,NOT AVAILABLE,,,2459.938959
UNKNOWN308918,,,NOT AVAILABLE,,,673.1262798
NOT AVAILABLE,,,NOT AVAILABLE,,,1662.43869
UNKNOWN309765,,,NOT AVAILABLE,,,8231.258997
GREENS BAYOU 345,,,NOT AVAILABLE,,,14019.57028
WESTWOOD,,,NOT AVAILABLE,,,36261.01011
LIGGETT,,,NOT AVAILABLE,,,2933.930024
NOT AVAILABLE,,,NOT AVAILABLE,,,1769.220283
FAMOSO,,,NOT AVAILABLE,,,8590.691464
LUCERNE,,,NOT AVAILABLE,,,221.0484608
AUSTROP,,,DUNLAP,,,6891.994231
TAP305166,,,MARYVALE,,,37.73863082
UNKNOWN307576,,,NOT AVAILABLE,,,6910.170223
NOT AVAILABLE,,,NOT AVAILABLE,,,3888.329235
NOT AVAILABLE,,,NOT AVAILABLE,,,2126.953703
TAP302076,,,RIO PECOS,,,3691.411114
NOT AVAILABLE,,,NOT AVAILABLE,,,21927.9698
RISER302955,,,NOT AVAILABLE,,,42.05977364
TAP302083,,,NOT AVAILABLE,,,72.24113576
6TH STREET,,,NOT AVAILABLE,,,4635.19375
ROBINSON,,,FALCON,,,365716.7839
UNKNOWN307367,,,UNKNOWN308545,,,239.4829701
UNKNOWN304274,,,NOT AVAILABLE,,,37345.911
NOT AVAILABLE,,,NOT AVAILABLE,,,52433.76021
TURQUOISE,,,MD #1,,,26774.63091
HARE SWITCHING STATION,,,NOT AVAILABLE,,,11113.029
GEORGETOWN,,,NOT AVAILABLE,,,5684.529005
NOT AVAILABLE,,,NOT AVAILABLE,,,1990.057897
TAP303570,,,BLUE CHIP MILLING,,,29530.59807
UNKNOWN305396,,,NOT AVAILABLE,,,44511.06072
TAP303457,,,NOT AVAILABLE,,,3252.327565
NOT AVAILABLE,,,NOT AVAILABLE,,,8495.696046
NOT AVAILABLE,,,NOT AVAILABLE,,,50.66109975
NOT AVAILABLE,,,NOT AVAILABLE,,,16008.93506
TAP301910,,,NOT AVAILABLE,,,16538.38024
UNKNOWN305621,,,NOT AVAILABLE,,,10981.02773
UNKNOWN301003,,,NOT AVAILABLE,,,469.0940362
RAYMOND,,,CENTRAL,,,2974.653563
SCHRADER,,,SANTAN,,,26586.46762
ASCARTE,,,NOT AVAILABLE,,,15642.68101
DUN GLENN,,,BLUE MOUNTAIN,,,44679.64663
NOT AVAILABLE,,,NOT AVAILABLE,,,4128.485218
MUSTANG BAYOU,,,NOT AVAILABLE,,,20036.59875
UNKNOWN305470,,,KILLEEN,,,10008.48236
UNKNOWN300996,,,HICKS,,,78350.70859
NOT AVAILABLE,,,NOT AVAILABLE,,,1709.904309
UNKNOWN304692,,,UNKNOWN308890,,,6080.884947
NOT AVAILABLE,,,NOT AVAILABLE,,,9412.386735
UNKNOWN307171,,,NOT AVAILABLE,,,2916.53367
NOT AVAILABLE,,,NOT AVAILABLE,,,3658.170502
TARZANA(STATION U),,,RINALDI,,,20174.28174
HITCHLAND,,,UNKNOWN309041,,,2908.713498
TAP303077,,,NOT AVAILABLE,,,2359.634328
UNKNOWN309765,,,NOT AVAILABLE,,,351.8548689
TOCALOMA,,,NOT AVAILABLE,,,2079.891809
NOT AVAILABLE,,,NOT AVAILABLE,,,85685.61799
UNKNOWN304753,,,NOT AVAILABLE,,,8992.957996
EAST REDDING,,,NOT AVAILABLE,,,5348.863447
SIM GIDEON,,,NOT AVAILABLE,,,18251.10937
TAP306715,,,NOT AVAILABLE,,,12003.17818
TAP306959,,,TAP310596,,,3036.827275
UNKNOWN302226,,,NOT AVAILABLE,,,4203.959547
NOT AVAILABLE,,,NOT AVAILABLE,,,12149.45136
LONE PEAK,,,NOT AVAILABLE,,,18909.62679
TAP306826,,,NOT AVAILABLE,,,369.7870391
LOLITA,,,UNKNOWN306189,,,21844.57695
FELICIA,,,NOT AVAILABLE,,,12429.36348
COLLIN,,,NORTHWEST CARROLLTON,,,33923.26174
UNKNOWN300957,,,UNKNOWN305300,,,69396.7222
TAP301965,,,NOT AVAILABLE,,,7222.737855
NOT AVAILABLE,,,NOT AVAILABLE,,,273.5280632
NOT AVAILABLE,,,NOT AVAILABLE,,,246.7644586
DEADEND311641,,,NOT AVAILABLE,,,29199.13808
TEMPLE PECAN CREEK,,,LAKE CREEK,,,53866.21274
TAP301966,,,TAP305116,,,27790.88612
